id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
43733688,Galadoo Suites 2nd Floor,349137401,Nevzat Cengiz,,Beyoglu,41.02875,28.97351,Entire home/apt,999,2,63,2021-12-27,3.44,4,339,38,
43733770,Galadoo Suites 3rd Floor,349137401,Nevzat Cengiz,,Beyoglu,41.02694,28.97299,Entire home/apt,1133,2,65,2021-12-23,3.54,4,343,37,
43733817,Galadoo Suites 4th Floor,349137401,Nevzat Cengiz,,Beyoglu,41.02832,28.97514,Entire home/apt,983,2,33,2021-12-27,1.85,4,343,22,
43736154,Palmiye Hotel Taksim / Single Room,349459502,Palmiye Hotel,,Beyoglu,41.03643,28.97788,Private room,408,1,0,,,4,0,0,
43737233,Yeditepe üniversitesi Alt kapısına yakın 1+1,349473524,Halit,,Maltepe,40.97298,29.14214,Entire home/apt,1000,1,0,,,1,365,0,
43737760,Palmiye Hotel Taksim / Double Room,349459502,Palmiye Hotel,,Beyoglu,41.03697,28.97971,Private room,525,1,0,,,4,0,0,
43739143,Beautiful Cozy Room for Short/Long Stay,121350468,Nada,,Uskudar,41.029,29.05035,Private room,125,21,6,2021-09-08,0.39,2,365,3,
43747014,EVOSTAR temiz ve seyri güzel atatürk havaalanı 5dk,349329105,Gülay,,Kucukcekmece,41.03608,28.76511,Entire home/apt,1468,1,0,,,1,365,0,
43747332,Venezia Mega Residence,320255729,Eren,,Gaziosmanpasa,41.07897,28.87723,Entire home/apt,800,7,2,2020-07-16,0.11,8,365,0,
43749343,Superior Suite in the Heart of the City 2,230154352,Ansen,,Beyoglu,41.02913,28.9729,Entire home/apt,1386,1,43,2021-12-16,2.34,12,356,23,
43749459,Superior Suite in the Heart of the City 3,230154352,Ansen,,Beyoglu,41.02913,28.9729,Entire home/apt,1257,1,1,2020-09-09,0.06,12,355,0,
43749539,Penthouse Suite,230154352,Ansen,,Beyoglu,41.02913,28.9729,Entire home/apt,2000,1,72,2021-11-10,3.91,12,361,37,
43749671,Economy Suite at the Heart of the City,230154352,Ansen,,Beyoglu,41.02913,28.9729,Entire home/apt,836,1,9,2021-12-05,0.53,12,350,4,
43749727,Superior Suite in the Heart of the City 4,230154352,Ansen,,Beyoglu,41.02913,28.9729,Entire home/apt,1586,1,3,2021-06-17,0.16,12,348,1,
43752722,Studio flat in the best district,47404369,Oktay,,Beyoglu,41.02755,28.97505,Entire home/apt,460,3,27,2021-12-19,1.57,1,354,22,
43752991,Furnished Room near Metro Station,45465181,Imran,,Kagithane,41.09016,28.99871,Private room,160,1,2,2021-12-18,0.11,1,358,1,
43757287,Uygun Fiyata Günlük Yada Haftalık Oda,94688925,Mertcan,,Sisli,41.07462,28.99948,Private room,125,2,0,,,1,180,0,
43759564,Ataşehir bölgesinde konaklamanın adresi,349715751,Atacity,,Atasehir,40.98332,29.10774,Private room,1264,1,7,2021-07-11,0.45,2,180,3,
43762344,The House Residence — Fancy Studio with Balcony,349738506,Gulperi,,Sisli,41.05826,28.98039,Entire home/apt,475,5,26,2021-12-23,1.41,1,71,18,
43764737,BOMONTİ COSY & CENTRAL,349759619,Ismail,,Sisli,41.05438,28.98079,Entire home/apt,700,15,0,,,1,178,0,
43765129,Cozy Flat w/NETFLIX in City Center Near Metro 2min,43170299,Mert,,Sisli,41.05561,28.98584,Entire home/apt,574,2,43,2021-12-19,2.40,17,362,30,
43766729,King suit 1+1 daire deniz manzaralı jakuzi-şömine,268536374,Bülent,,Bakirkoy,40.97471,28.87425,Private room,1399,1,1,2021-09-19,0.29,1,364,1,
43767273,Golden Street Hotel,349783236,Cuneyt,,Beyoglu,41.03441,28.9779,Private room,875,1,0,,,2,211,0,
43768177,Apartment near Merter Textile Center,229452041,Onur,,Gungoren,41.01887,28.87611,Private room,310,2,2,2020-08-14,0.11,3,364,0,
43768917,Are you one of those cihangir lovers?,349801204,Naci,,Beyoglu,41.03405,28.98637,Private room,155,10,8,2021-11-14,0.52,4,354,5,
43771041,Beautiful 1 Bedroom Apt. 400 meter Taksim Square,229986521,Vefa,,Beyoglu,41.03448,28.98432,Entire home/apt,700,3,13,2021-12-29,0.80,5,79,5,
43771272,Beautiful 2BR House w/AC 400meters Taksim Square,229986521,Vefa,,Beyoglu,41.03479,28.98415,Entire home/apt,780,4,18,2021-12-15,1.11,5,170,12,
43771967,Usta 1071 Rezidansında Ev arkadaşı arıyorum,349843170,Mert,,Kadikoy,40.9904,29.05535,Private room,120,30,0,,,1,90,0,
43772983,A lovely place in Cihangir,349801204,Naci,,Beyoglu,41.03592,28.98592,Private room,124,10,9,2021-11-30,0.56,4,270,4,
43773000,İstanbul Levent'te Lüx ve Konforlu Daire,336499489,Hakan,,Sisli,41.07802,29.00832,Entire home/apt,761,1,16,2021-12-16,1.56,5,109,16,
43773803,"Luxury Residence (1+1) in Maslak, Istanbul",253899642,Gulden,,Sisli,41.1166,29.01295,Entire home/apt,1236,5,0,,,1,212,0,
43775550,Terasli Doğa Manzarali Daire,162213103,Cemre,,Uskudar,41.01187,29.05513,Entire home/apt,486,1,14,2021-12-18,1.16,1,361,14,
43784573,The Comfy Home Cihangir,339825854,Altuğ,,Beyoglu,41.03328,28.98535,Entire home/apt,759,1,2,2021-04-02,0.12,3,363,1,
43785542,"Amazing Bosphorus 4+1 condo 2,5Bth*5A/C 220m2*3TV",349738207,Nich,,Besiktas,41.04095,28.99988,Entire home/apt,4580,2,16,2021-11-01,0.91,2,352,6,
43786231,Sycamore Suit Istanbul,311081779,Tansel,,Sisli,41.05095,28.98649,Entire home/apt,1030,1,0,,,1,0,0,
43794153,zeliş Villa butik.,227851918,Zeliha,,Sile,41.15526,29.73458,Entire home/apt,1250,1,0,,,1,362,0,
43798036,Şile'de Tripleks Deniz Manzaralı Villa,145997079,Engin,,Sile,41.17472,29.62877,Entire home/apt,857,7,4,2021-08-09,0.22,1,292,1,
43798592,"Amazing  view in a green garden, LOVE guaranteed",350148221,Dilek,,Sariyer,41.16286,29.04496,Entire home/apt,1371,2,0,,,1,365,0,
43798902,Big Duplex Penthouse For Your Stay,20940111,Esfandyar,,Kadikoy,40.9865,29.05177,Entire home/apt,649,8,7,2021-08-28,0.47,1,244,4,
43798915,Private entrance close to the sea side beautiful,156201747,Francesca,,Buyukcekmece,41.0124,28.4905,Entire home/apt,515,14,0,,,2,363,0,
43800385,İstanbul Levent'te Kanyon AVM' ye 50 mt Mesafede,336499489,Hakan,,Sisli,41.07863,29.00759,Entire home/apt,693,1,5,2021-12-02,0.33,5,64,3,
43803532,Full residence apartment for  family 2+1 BEYLİKDUZ,149385136,Selman,,Esenyurt,41.02602,28.67789,Entire home/apt,258,3,6,2021-10-10,0.34,9,73,2,
43810591,İstanbul Leven'te Kanyon AVM 50 metre Yeni Daire,336499489,Hakan,,Sisli,41.078655,29.007603,Entire home/apt,747,1,13,2021-12-29,0.80,5,112,11,
43810604,Ferah Merkezi Kadıköyde Kurtarılmış Bölge,350283390,Mislina,,Kadikoy,40.98214,29.04487,Entire home/apt,1273,1,9,2021-12-26,0.54,1,60,7,
43811074,İstanbul Levent Kanyon AVM yanıbaşında Lux Daire,336499489,Hakan,,Sisli,41.07865,29.0076,Entire home/apt,689,1,28,2021-12-22,1.53,5,117,20,
43812956,New and Modern flat in Viaport venezia mega,320255729,Eren,,Gaziosmanpasa,41.0799,28.87845,Entire home/apt,800,200,0,,,8,365,0,
43813722,Beyoğlu'nda Sizin için Merkezi bir Yuva,350311911,Fusun,,Beyoglu,41.03435,28.98442,Entire home/apt,711,2,10,2021-12-22,0.73,1,74,9,
43817496,Aile ortamı kadar sıcak bir yer,350357301,Atakan,,Kucukcekmece,40.99392,28.78187,Private room,155,1,0,,,1,365,0,
43821610,"Private furnished room. 6 mins metro, bus station",102955217,Mehmet,,Sisli,41.05685,28.97237,Private room,124,5,0,,,4,365,0,
43823124,Cosy apartment in Akaretler,56066112,Irem,,Besiktas,41.04306,28.99963,Entire home/apt,706,2,49,2021-12-24,2.77,1,161,39,
43823923,DOUBLE SPECIAL ROOM. HOME  IS SHARED WHİT 1 PERSON,149385136,Selman,,Avcilar,40.99076,28.70952,Private room,113,25,2,2020-09-14,0.12,9,342,0,
43824626,1+1 apartment close to Nisantasi/Taksim,206624298,Firez,,Sisli,41.04758,28.98526,Entire home/apt,896,1,3,2021-05-23,0.26,20,364,3,
43825010,Cosy flat next to galata tower with 2 Ac,44656879,Çınar,,Beyoglu,41.02358,28.97543,Entire home/apt,1164,3,38,2021-12-12,2.25,5,360,28,
43825225,Cosy flat next to galata tower w. 2Ac,44656879,Çınar,,Beyoglu,41.0238,28.97549,Entire home/apt,999,1,50,2021-12-30,3.53,5,351,46,
43825275,BOSPHORUS AND SEE VİEW SUITE ROOM,350494584,Park Beylerbeyi̇,,Uskudar,41.04249,29.04404,Private room,446,1,1,2021-03-15,0.10,1,354,1,
43825354,istanbul Levent Şehir Merkezinde Apart Daire,336499489,Hakan,,Sisli,41.07749,29.00835,Entire home/apt,750,1,3,2021-06-21,0.17,5,108,1,
43826450,Sunny Apartment in Taksim with Fantastic City View,67868699,Sibel,,Beyoglu,41.03503,28.98831,Private room,371,1,68,2021-12-12,3.74,2,361,42,
43829022,With 2 bed rooms w/pool view in luxury Suites,100127103,Tutkun,,Umraniye,41.00249,29.13069,Private room,1593,1,0,,,8,365,0,
43832307,peaceful place at heart of the Beşiktaş,345539493,Yusuf,,Besiktas,41.04397,29.00227,Entire home/apt,750,1,1,2021-09-22,0.30,1,332,1,
43836965,İstanbul zincirlikuyu çok  merkezi 100m2 daire,40004508,Reyhan,,Sisli,41.07103,29.01496,Entire home/apt,1400,30,1,2021-03-13,0.10,1,362,1,
43838248,Newly Restored Historical Building in Central,206624298,Firez,,Sisli,41.04871,28.98693,Entire home/apt,896,3,0,,,20,365,0,
43839160,"Sea View Apartment, Fully Furnished,With GoodPrice",350633280,Abdulrahman,,Pendik,40.88035,29.21941,Entire home/apt,1545,3,0,,,1,365,0,
43841263,ÖĞRENCİ / ÇALIŞANA KİRALIK LÜKS BUTİK OTEL ODASI,350647072,Corinne,,Beyoglu,41.0338,28.98006,Private room,1500,1,0,,,1,363,0,
43842784,Burgazadasinda sirin studyo daire,91865396,Sevgi,,Adalar,40.88071,29.0664,Entire home/apt,500,7,0,,,2,362,0,
43844062,Stylish Duplex House with a Special Terrace,229986521,Vefa,,Beyoglu,41.03308,28.97926,Entire home/apt,1048,4,50,2021-12-21,2.89,5,63,29,
43846840,Studio Kitchen and Balcony apartment,337003134,Sultan,,Beyoglu,41.03797,28.98011,Entire home/apt,450,1,29,2021-06-18,1.61,14,345,14,
43847117,Maslak Amazing forest wiev 3+1 terrace  LUXURY,220972,Barış,,Sisli,41.1155,29.01304,Entire home/apt,3623,1,0,,,28,365,0,
43847127,*HİJYEN SERTİFİKALI* 1+1 MASLAK LUX RESIDENCE,220972,Barış,,Sisli,41.11641,29.01434,Entire home/apt,1374,1,2,2020-10-01,0.11,28,365,0,
43847142,**HİJYEN SERTİFİKALI** MASLAK'ta STUDYO DAİRE1+0,220972,Barış,,Sisli,41.1168,29.01389,Entire home/apt,1374,1,5,2021-08-22,0.32,28,365,2,
43847146,**HİJYEN SERTİFİKALI** Maslak'ta lux 1+1 teraslı,220972,Barış,,Sisli,41.11572,29.01356,Entire home/apt,1374,1,6,2021-08-02,0.33,28,365,3,
43847148,MASLAK 1453'DE 1+0 TERASLI ORMAN MANZARALI,220972,Barış,,Sisli,41.11619,29.01043,Entire home/apt,1374,1,0,,,28,365,0,
43847150,MASLAK'ta 2+1 TERASLI LUX ORMAN MANZARALI  DAİRE,220972,Barış,,Sisli,41.11478,29.01304,Entire home/apt,2923,7,0,,,28,181,0,
43848457,standart triple room with breakfast,261008756,Suzan,,Fatih,41.00381,28.9766,Entire home/apt,383,1,4,2021-11-22,0.69,9,361,4,
43855031,Libadiye Caddesi-Üsküdar - Kiralık Oda Daire,245615360,Emre,,Uskudar,41.00851,29.07527,Private room,250,1,0,,,1,180,0,
43855211,"Designer Apartment, Bosporus Views, best location.",3242426,Kadir,,Beyoglu,41.02607,28.97494,Entire home/apt,2099,1,10,2021-07-28,0.57,12,195,4,
43856936,Loft Industrial Studio with Wifi 4FLOOR-DSINFECTED,50274213,Yusuf,,Fatih,41.00626,28.96913,Entire home/apt,550,1,51,2021-12-06,2.90,27,347,31,
43857638,Superior Suite No:1 in Taksim,239142602,Oğuz Emre,,Beyoglu,41.0317,28.98312,Entire home/apt,583,2,22,2021-11-21,1.22,11,332,5,
43858013,Comfort Suite No:1 in Taksim,239142602,Oğuz Emre,,Beyoglu,41.0336,28.98328,Entire home/apt,616,2,25,2021-12-07,1.40,11,356,11,
43858272,Family Suite No:1 in Taksim,239142602,Oğuz Emre,,Beyoglu,41.03356,28.98183,Entire home/apt,525,2,33,2021-12-12,1.84,11,353,19,
43860575,Sile Center 🎯 🐳 Sea View Balcony ⛵️Clean & Safe 🗝,339988157,Cemre,,Sile,41.17369,29.61055,Entire home/apt,650,4,5,2021-08-02,0.29,3,90,1,
43864410,Cozy and Spacious Apartment in Nisantasi,63181462,Yasemin,,Sisli,41.05422,28.99238,Entire home/apt,550,2,9,2021-12-16,0.59,1,356,6,
43865648,"feel at home, nice view",83128028,Saban,,Besiktas,41.06864,29.03117,Private room,450,3,0,,,1,89,0,
43867834,"Your colorful, stylish & new Penthouse w Terrace",16180402,Serdar,,Beyoglu,41.0252,28.977,Entire home/apt,1648,2,58,2021-12-22,3.26,9,352,44,
43868094,central residence,67917894,Mina,,Umraniye,41.01128,29.18474,Entire home/apt,339,7,5,2021-11-21,0.29,2,360,1,
43868831,130 m2 flat at the heart of Istanbul,350962854,Ogul Suleyman,,Kadikoy,40.98706,29.02744,Entire home/apt,875,3,0,,,1,346,0,
43871046,2 Bedrooms With Kitchen İn The Old City 1,26456723,Sedat,,Fatih,41.00446,28.96657,Entire home/apt,1038,2,15,2021-12-11,0.83,4,361,3,
43874796,Welcome to Your Home in Istanbul…,3920907,Abdullah,,Kucukcekmece,40.99244,28.79523,Private room,550,1,0,,,3,365,0,
43877240,هادئ جداً وأطلالة مميزة Very quiet and good view,246719541,Moataz Ballah,,Basaksehir,41.07381,28.77493,Entire home/apt,773,2,0,,,1,364,0,
43878645,★ Very close to IST Airport & Kemer Golf Club ★,77232218,Cuneyt,,Eyup,41.18449,28.88662,Entire home/apt,486,3,15,2021-12-21,0.82,8,364,10,
43879251,"Flat with sea view, terrace and swimming pool.",190570065,Kerim,,Beylikduzu,41.00703,28.62428,Entire home/apt,850,30,4,2021-09-10,0.27,1,364,3,
43880842,1+1 MASLAK  *HYGIENE CERFİCATE*  LUXURY RESIDENCE,220972,Barış,,Sisli,41.11702,29.01387,Entire home/apt,1274,1,0,,,28,365,0,
43887066,Modern Residence with Hotel Comfort and Privilege,293047462,Nes,,Bahcelievler,41.00419,28.81103,Entire home/apt,773,1,10,2021-11-01,0.74,2,361,9,
43891398,Wake Up In The Downtown with Sounds of Birds,41858289,Sevgi,,Besiktas,41.04932,29.00322,Entire home/apt,773,4,0,,,1,177,0,
43902561,Trusted Roommate,347820700,Yaren,,Kagithane,41.08852,28.97062,Private room,155,1,1,2021-08-10,0.21,1,90,1,
43904046,Designer Loft with Galata View,175710072,Ugur,,Beyoglu,41.02557,28.97159,Entire home/apt,1566,3,44,2021-12-29,2.43,1,362,32,
43904198,SWEET AND CLEAN APT WİTH GREAT VIEW,237616777,Umut Özgün,,Beyoglu,41.03504,28.98663,Entire home/apt,854,3,26,2021-12-05,1.57,27,360,18,
43905609,Stada yakın 1+0 stüdyo daire,351479693,Yeliz,,Kadikoy,40.98892,29.02828,Entire home/apt,325,1,58,2021-12-10,3.18,7,315,28,
43905788,A UNIQUE FLAT IN LUXURY RESIDENCE WITH FOREST VİEW,69089629,Metin,,Sisli,41.11782,29.00974,Entire home/apt,2624,1,6,2021-03-07,0.35,24,0,1,
43906658,A UNIQUE 1+1 FLAT IN RESIDENCE WITH FOREST VIEW,69089629,Metin,,Sisli,41.11989,29.00865,Entire home/apt,2752,1,1,2020-12-31,0.08,24,91,1,
43906693,"Amazing view, great location!",253789877,Seçil,,Besiktas,41.07133,29.021,Private room,1399,2,0,,,1,88,0,
43906896,A UNIQUE 2+1 FLAT IN RESIDENCE WITH FOREST VIEW,69089629,Metin,,Sisli,41.11788,29.01005,Entire home/apt,5364,1,0,,,24,0,0,
43907408,Comfortable Luxury Flat near Galata Tower,149915983,Mücahid,,Beyoglu,41.02652,28.97788,Entire home/apt,912,1,51,2021-11-24,2.79,12,39,18,
43910286,Apartment near Merter Textile Center,229452041,Onur,,Gungoren,41.01833,28.87596,Private room,150,2,0,,,3,362,0,
43911578,I am currently looking for a flatmate,143385188,Cumââ,,Sisli,41.0456,28.98328,Private room,177,3,0,,,2,327,0,
43912247,Private Cosy  Apartment in Galata,246770674,Ulvi,,Beyoglu,41.02722,28.97748,Entire home/apt,1321,1,6,2021-05-27,0.34,11,361,3,
43914663,GAR Suit Esenyurt - No: 6,240829379,Gökhan,,Esenyurt,41.02032,28.68519,Entire home/apt,250,365,1,2020-08-21,0.06,24,365,0,
43919019,In the Deep!,6975974,Murat,,Beyoglu,41.0348,28.9786,Private room,500,1,0,,,5,365,0,
43919624,World House Boutique Hotel-Galata Terrace Suite,351636720,World House Boutique,,Beyoglu,41.0289,28.97566,Private room,6830,1,2,2021-01-20,0.11,6,327,1,
43919875,Stay near the Historical Peninsula,351635165,Nihan,,Beyoglu,41.03384,28.9832,Entire home/apt,3760,3,0,,,1,180,0,
43919889,Gang Family Room!,6975974,Murat,,Beyoglu,41.03696,28.97881,Private room,550,1,0,,,5,365,0,
43920778,Heart of the İstanbul,6975974,Murat,,Beyoglu,41.03495,28.9805,Private room,500,1,1,2020-07-31,0.06,5,365,0,
43920931,Amazing view to the lake (long stay only).,351645570,Yahya,,Esenyurt,41.06834,28.6192,Entire home/apt,904,180,0,,,1,363,0,
43921019,"Cozy, easy and cheap in the center",6975974,Murat,,Beyoglu,41.03691,28.98078,Private room,450,1,0,,,5,365,0,
43921332,Galata Studio Terrace I,351647119,Ersin,,Beyoglu,41.02539,28.97665,Entire home/apt,1386,1,22,2021-12-26,1.36,3,334,18,
43921367,Alibeyköy,186302162,Harun,,Eyup,41.0803,28.95396,Private room,175,1,0,,,1,362,0,
43927576,Cute 1 Room w/AC 300 meters to Istiklal Street,229986521,Vefa,,Beyoglu,41.03147,28.97932,Entire home/apt,450,4,20,2021-11-12,1.15,5,176,15,
43933019,"Metro lokasyonu
Kurtuluş sempatik temiz ev",294272578,İlyas,,Sisli,41.04598,28.98332,Private room,101,1,0,,,2,182,0,
43933619,Comfortable Luxurious Suite,341770297,Talal,,Bagcilar,41.05806,28.81283,Entire home/apt,463,4,19,2021-12-05,1.17,7,356,12,
43933747,NG(  1+1) Sweet home,315102142,Youssef,,Bagcilar,41.04563,28.81091,Entire home/apt,876,10,0,,,10,365,0,
43934294,Üsküdar: Room with a view,94097069,Anas,,Uskudar,41.02642,29.02092,Private room,100,1,0,,,3,333,0,
43934676,Kadıköy'de Teraslı dublex 1+1,351783549,Burak,,Kadikoy,40.99404,29.03964,Entire home/apt,350,3,6,2021-12-20,1.55,1,27,6,
43934682,World House Boutique Hotel- Galata Standart Room,351636720,World House Boutique,,Beyoglu,41.02921,28.97352,Private room,3215,1,0,,,6,360,0,
43935467,Nupelda Bosphorus Hotel with Bosphorus view,351788411,Elif,,Sisli,41.04255,28.98663,Private room,991,1,0,,,1,365,0,
43936033,Shifa Home New Apartment nearby Memorial  CNR Expo,10091379,Fatih,,Bahcelievler,41.00071,28.83991,Entire home/apt,455,2,3,2021-03-14,0.18,6,348,1,
43936942,Studio in Old City Center - Orange 1st Floor,103481072,Social,,Fatih,41.00702,28.97274,Entire home/apt,583,2,84,2021-12-23,4.60,24,158,47,
43937102,World House Boutique Hotel-Galata View Suite Room,351636720,World House Boutique,,Beyoglu,41.02544,28.97499,Private room,5497,1,0,,,6,349,0,
43938141,Single bed Istanbul private room,242321252,Aulia,,Sisli,41.0462,28.98495,Private room,227,1,0,,,3,179,0,
43938477,Kiralik Oda,346336434,Asi,,Kagithane,41.085,28.99688,Private room,150,3,0,,,1,364,0,
43939122,Whole Apartment Center Of Şişli,14024858,Selim,,Sisli,41.06112,28.98654,Entire home/apt,548,1,0,,,1,88,0,
43942890,Cozy & Central Rooftop with Amazing View Kadıköy,123798582,Mustafa,,Kadikoy,40.99034,29.03124,Entire home/apt,525,2,18,2021-10-13,1.12,2,119,13,
43943033,Şişli/Feriköy Özel Oda,123397003,Oğuz,,Sisli,41.05372,28.97127,Entire home/apt,450,2,0,,,1,90,0,
43946065,5 dk metroya Fatih merkezinden,350644182,Zyad,,Fatih,41.0166,28.94441,Entire home/apt,670,3,2,2021-01-01,0.12,2,347,1,
43949299,World House Boutique Hotel - Galata Superior Room,351636720,World House Boutique,,Beyoglu,41.02736,28.97578,Private room,4159,1,0,,,6,357,0,
43949630,World House Boutique Hotel - Galata Deluxe Room,351636720,World House Boutique,,Beyoglu,41.02586,28.97382,Private room,2782,1,0,,,6,359,0,
43949832,World House Boutique Hotel-Galata Deluxe Balcony,351636720,World House Boutique,,Beyoglu,41.02594,28.9757,Private room,3273,1,0,,,6,343,0,
43952380,Near Bağdat Str Cozy Apt,351964173,Hande,,Kadikoy,40.97754,29.07333,Private room,155,2,1,2021-10-03,0.34,1,365,1,
43954592,Exclusive Suite in Taksim,239142602,Oğuz Emre,,Beyoglu,41.03214,28.9831,Entire home/apt,480,2,16,2021-11-01,0.93,11,355,13,
43958436,Hisar Bosphorus Home Views/Outdoor Space! #47,21636586,VNG Property,,Sariyer,41.08958,29.05599,Entire home/apt,657,3,13,2021-11-08,0.78,85,351,10,
43959636,Charming and Large suite Flat in Galata,246770674,Ulvi,,Beyoglu,41.02819,28.977,Entire home/apt,1321,1,3,2021-08-28,0.22,11,362,2,
43962114,Kuyubaşı Kadıköy bölgesinde eşyalı,45609593,Erçin,,Kadikoy,40.98472,29.04719,Entire home/apt,476,7,7,2021-08-18,0.42,1,339,3,
43962155,Elite 1 Bedroom Family Residence DB,157100965,Ahmet,,Umraniye,41.03037,29.11197,Entire home/apt,670,13,4,2021-10-05,0.33,37,332,4,
43966333,1+1 LUXURY RESIDENCEIN MASLAK HYGIENE CERTIFICATED,69089629,Metin,,Sisli,41.11782,29.01026,Entire home/apt,2752,1,2,2020-11-15,0.13,24,0,0,
43966442,The Rooms In Beyoğlu,286090194,Seyfulla,,Beyoglu,41.03701,28.98075,Private room,375,2,7,2021-09-04,0.39,16,347,3,
43974818,İstanbul Anadolu Yakası Kartal Pendik Civarı,350221858,Kerim,,Kartal,40.8982,29.23611,Private room,200,1,0,,,1,365,0,
43975155,"PRIVATE SHINY ROOM, CENTRAL LOCATION AND BIG SMILE",185296131,Sultan,,Kadikoy,40.99624,29.02813,Private room,95,1,2,2021-08-15,0.39,1,228,2,
43975237,Şilenin özel havuzlu şirin konuk evi,145745706,Aslı,,Sile,41.16134,29.61214,Entire home/apt,1500,2,9,2021-09-04,0.57,1,362,6,
43975612,Villa mit schönem Garten,45964732,Filiz,,Beylikduzu,40.98138,28.60457,Entire home/apt,7310,5,2,2021-01-25,0.12,6,89,1,
43976977,Clean and quiet apartment 200 m to Taksim Square,352282132,Mehmetcan,,Beyoglu,41.03528,28.98683,Entire home/apt,480,6,14,2021-12-23,0.84,1,208,12,
43977478,Amazing view- minimalist flat in Kuzguncuk,2147157,Gule,,Uskudar,41.03502,29.03095,Entire home/apt,450,15,0,,,1,88,0,
43977984,Cozy dublex lovely house with terrace!,12234134,Çınar,,Sisli,41.04827,28.98264,Entire home/apt,700,90,0,,,1,297,0,
43978283,ALRIGHT SUITES -DELUX ODA,40612394,Alright,,Beyoglu,41.02444,28.97974,Entire home/apt,3615,1,0,,,4,181,0,
43978556,ALRIGHT SUITES  DELUX ODA,40612394,Alright,,Beyoglu,41.02448,28.97841,Entire home/apt,4081,1,0,,,4,181,0,
43978672,ALRIGHT SUITES DELUX ODA,40612394,Alright,,Beyoglu,41.02459,28.97969,Entire home/apt,4548,1,0,,,4,181,0,
43978852,ALRIGHT SUITES DELUX ODA,40612394,Alright,,Beyoglu,41.02469,28.97907,Entire home/apt,4664,1,0,,,4,181,0,
43978996,"Geniş,rahat ve temiz  ev olup merkezi konumdadır.",352301380,Gokhan,,Kadikoy,40.99727,29.02653,Private room,250,1,0,,,1,89,0,
43981961,Casa Rosa Suits | Room Only No:402,221113279,Tayfur,,Beyoglu,41.02497,28.98002,Private room,1209,1,1,2020-08-10,0.06,7,353,0,
